"Sample","Transect.ID","Individual.ID","Year","Site","Visit","SiteVisit","Lat","Long","Collected","Transect","NetorPan","Date.Collected","Type","Species.Code","Genus.Code","Sex","RNA.conc.","DWV","SBV","BQCV","Richness","EstRich_338","Abundance","Diversity","APME_ABUND","BOIM_ABUND","LASI_ABUND","PEPR_ABUND","Nat.1000","Land_Richness_1000","floralrichness","totaldensity","Richness_visit","Abundance_visit","Diversity_visit","invsimpson_visit","shannon_visit","APME_ABUND_visit","BOIM_ABUND_visit","LASI_ABUND_visit","PEPR_ABUND_visit","floralrichness_visit","floralsimpson_visit","floralshannon_visit","squashdensity_visit","forbdensity_visit","totaldensity_visit","squashfloralcover_visit","total_Fcover_visit","BGcover_visit","Squashcover_visit","Grasscover_visit","Forbscover_visit"
4342,"K16B2N","K16B2N-42",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","NON","BOIM","BOMB","F","416",1,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4463,"K16B2P","K16B2P-163",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Pan","8/28/2016","NON","LASI","LASI","M","228",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3294,"K16C1N","K16C1N-45",2016,"K",1,"K1",41.95222,-83.92257,"squash","C","Net","8/21/2016","NON","BOIM","BOMB","F","too high",1,1,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4346,"K16B2N","K16B2N-46",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","NON","BOIM","BOMB","F","203",0,1,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4351,"K16C2N","K16C2N-51",2016,"K",2,"K2",41.95222,-83.92257,"squash","C","Net","8/28/2016","NON","BOIM","BOMB","F","too high",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4393,"K16D2N","K16D2N-93",2016,"K",2,"K2",41.95222,-83.92257,"flowers","D","Net","8/28/2016","APIS","APME","APIS","F","7.6",1,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3323,"K16D1N","K16D1N-74",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Net","8/21/2016","NON","LASI","LASI","F","5",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3338,"K16A1P","K16A1P-89",2016,"K",1,"K1",41.95222,-83.92257,"squash","A","Pan","8/21/2016","NON","LASI","LASI","F","8.9",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4465,"K16B2P","K16B2P-165",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Pan","8/28/2016","NON","LASI","LASI","F","46.2",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3280,"K16B1N","K16B1N-31",2016,"K",1,"K1",41.95222,-83.92257,"squash","B","Net","8/21/2016","NON","BOIM","BOMB","F","too high",1,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4323,"K16B2N","K16B2N-23",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","APIS","APME","APIS","F","51.5",1,0,1,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4338,"K16B2N","K16B2N-38",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","NON","BOIM","BOMB","F","too high",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3344,"K16D1P","K16D1P-95",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Pan","8/21/2016","NON","LASI","LASI","F","46.8",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4462,"K16D2N","K16D2N-162",2016,"K",2,"K2",41.95222,-83.92257,"flowers","D","Net","8/28/2016","NON","LASI","LASI","F","23.9",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4475,"K16D2P","K16D2P-175",2016,"K",2,"K2",41.95222,-83.92257,"flowers","D","Pan","8/28/2016","NON","LASI","LASI","M","26.1",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4321,"K16B2N","K16B2N-21",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","APIS","APME","APIS","F","130",1,0,1,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4350,"K16C2N","K16C2N-50",2016,"K",2,"K2",41.95222,-83.92257,"squash","C","Net","8/28/2016","NON","BOIM","BOMB","F","219",0,0,1,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4431,"K16D2N","K16D2N-131",2016,"K",2,"K2",41.95222,-83.92257,"flowers","D","Net","8/28/2016","APIS","APME","APIS","F","52.7",1,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3355,"K16D1P","K16D1P-107",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Pan","8/21/2016","NON","LASI","LASI","F","151",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4470,"K16D2P","K16D2P-170",2016,"K",2,"K2",41.95222,-83.92257,"flowers","D","Pan","8/28/2016","NON","LASI","LASI","F","119",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4478,"K16D2P","K16D2P-178",2016,"K",2,"K2",41.95222,-83.92257,"flowers","D","Pan","8/28/2016","NON","LASI","LASI","F","13.5",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3287,"K16B1N","K16B1N-38",2016,"K",1,"K1",41.95222,-83.92257,"squash","B","Net","8/21/2016","NON","BOIM","BOMB","F","too high",0,1,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3291,"K16B1N","K16B1N-42",2016,"K",1,"K1",41.95222,-83.92257,"squash","B","Net","8/21/2016","NON","BOIM","BOMB","F","too high",1,1,1,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4320,"K16B2N","K16B2N-20",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","APIS","APME","APIS","F","160",1,0,1,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4353,"K16C2N","K16C2N-53",2016,"K",2,"K2",41.95222,-83.92257,"squash","C","Net","8/28/2016","NON","BOIM","BOMB","F","too high",1,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3335,"K16A1P","K16A1P-86",2016,"K",1,"K1",41.95222,-83.92257,"squash","A","Pan","8/21/2016","NON","LASI","LASI","F","50.7",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3354,"K16D1P","K16D1P-106",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Pan","8/21/2016","NON","LASI","LASI","F","87.2",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4476,"K16D2P","K16D2P-176",2016,"K",2,"K2",41.95222,-83.92257,"flowers","D","Pan","8/28/2016","NON","LASI","LASI","M","20.9",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3266,"K16A1N","K16A1N-17",2016,"K",1,"K1",41.95222,-83.92257,"squash","A","Net","8/21/2016","NON","BOIM","BOMB","F","too high",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3282,"K16B1N","K16B1N-33",2016,"K",1,"K1",41.95222,-83.92257,"squash","B","Net","8/21/2016","NON","BOIM","BOMB","F","too high",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3285,"K16B1N","K16B1N-36",2016,"K",1,"K1",41.95222,-83.92257,"squash","B","Net","8/21/2016","NON","BOIM","BOMB","F","too high",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3297,"K16C1N","K16C1N-48",2016,"K",1,"K1",41.95222,-83.92257,"squash","C","Net","8/21/2016","APIS","APME","APIS","F","390",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4322,"K16B2N","K16B2N-22",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","APIS","APME","APIS","F","381",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3345,"K16D1P","K16D1P-96",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Pan","8/21/2016","NON","LASI","LASI","F","8.9",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3268,"K16A1N","K16A1N-19",2016,"K",1,"K1",41.95222,-83.92257,"squash","A","Net","8/21/2016","NON","BOIM","BOMB","F","too high",1,1,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3327,"K16D1N","K16D1N-78",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Net","8/21/2016","NON","BOIM","BOMB","F","too high",1,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4319,"K16A2N","K16A2N-19",2016,"K",2,"K2",41.95222,-83.92257,"squash","A","Net","8/28/2016","NON","BOIM","BOMB","F","too high",1,1,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4335,"K16B2N","K16B2N-35",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","NON","BOIM","BOMB","F","too high",1,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4337,"K16B2N","K16B2N-37",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Net","8/28/2016","NON","BOIM","BOMB","F","too high",1,0,1,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
4355,"K16C2N","K16C2N-55",2016,"K",2,"K2",41.95222,-83.92257,"squash","C","Net","8/28/2016","NON","BOIM","BOMB","F","too high",0,1,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
3329,"K16D1N","K16D1N-80",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Net","8/21/2016","NON","LASI","LASI","F","49.3",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3340,"K16A1P","K16A1P-91",2016,"K",1,"K1",41.95222,-83.92257,"squash","A","Pan","8/21/2016","NON","LASI","LASI","F","25.8",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3341,"K16C1P","K16C1P-92",2016,"K",1,"K1",41.95222,-83.92257,"squash","C","Pan","8/21/2016","NON","LASI","LASI","F","373",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
3353,"K16D1P","K16D1P-105",2016,"K",1,"K1",41.95222,-83.92257,"flowers","D","Pan","8/21/2016","NON","LASI","LASI","F","91.1",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,11,110,0.691239669,3.23875803,1.508913351,3,53,22,0,5,0.671953664513255,1.2630572776546,1.41666666666667,13.9583333333333,15.375,3.375,0.875,23.6041666666667,47.75,24.9166666666667,22.8958333333333
4466,"K16B2P","K16B2P-166",2016,"K",2,"K2",41.95222,-83.92257,"squash","B","Pan","8/28/2016","NON","LASI","LASI","F","46",0,0,0,41,44.026,291,0.847486449,9,89,34,0,0.582768362,19,10,29.10416667,37,181,0.899117854,9.912556732,2.819716368,6,36,12,0,9,0.69533,1.35638349611883,1.16666666666667,41.6666666666667,42.8333333333333,4.875,1.9375,30.0833333333333,53.8958333333333,22.2708333333333,23.1666666666667
2476,"PL16A1N","PL16A1N-2",2016,"PL",1,"PL1",42.33729,-83.55478,"squash","A","Net","8/11/2016","APIS","APME","APIS","F","321",1,0,1,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
2533,"PL16D1N","PL16D1N-59",2016,"PL",1,"PL1",42.33729,-83.55478,"flowers","D","Net","8/11/2016","APIS","APME","APIS","F","41.5",0,0,1,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
4490,"PL16A2N","PL16A2N-9",2016,"PL",2,"PL2",42.33729,-83.55478,"squash","A","Net","8/30/2016","NON","BOIM","BOMB","F","403",1,1,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,24,268,0.776453553,4.473343298,1.899638879,48,87,76,1,11,0.804410730440109,1.76818499027388,1.04166666666667,111.041666666667,112.083333333333,2.5,3.125,20.7083333333333,15.3333333333333,45.625,33.0833333333333
4501,"PL16A2N","PL16A2N-20",2016,"PL",2,"PL2",42.33729,-83.55478,"squash","A","Net","8/30/2016","NON","BOIM","BOMB","F","too high",1,1,1,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,24,268,0.776453553,4.473343298,1.899638879,48,87,76,1,11,0.804410730440109,1.76818499027388,1.04166666666667,111.041666666667,112.083333333333,2.5,3.125,20.7083333333333,15.3333333333333,45.625,33.0833333333333
4612,"PL16C2N","PL16C2N-131",2016,"PL",2,"PL2",42.33729,-83.55478,"squash","C","Net","8/30/2016","NON","BOIM","BOMB","F","too high",1,1,1,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,24,268,0.776453553,4.473343298,1.899638879,48,87,76,1,11,0.804410730440109,1.76818499027388,1.04166666666667,111.041666666667,112.083333333333,2.5,3.125,20.7083333333333,15.3333333333333,45.625,33.0833333333333
4624,"PL16C2N","PL16C2N-143",2016,"PL",2,"PL2",42.33729,-83.55478,"squash","C","Net","8/30/2016","NON","BOIM","BOMB","F","too high",1,1,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,24,268,0.776453553,4.473343298,1.899638879,48,87,76,1,11,0.804410730440109,1.76818499027388,1.04166666666667,111.041666666667,112.083333333333,2.5,3.125,20.7083333333333,15.3333333333333,45.625,33.0833333333333
2485,"PL16A1N","PL16A1N-11",2016,"PL",1,"PL1",42.33729,-83.55478,"squash","A","Net","8/11/2016","NON","PEPR","PEPO","M","75",0,0,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
2502,"PL16B1N","PL16B1N-28",2016,"PL",1,"PL1",42.33729,-83.55478,"squash","B","Net","8/11/2016","NON","PEPR","PEPO","M","98.6",0,0,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
2504,"PL16B1N","PL16B1N-30",2016,"PL",1,"PL1",42.33729,-83.55478,"squash","B","Net","8/11/2016","NON","PEPR","PEPO","M","49.4",0,0,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
4711,"PL16D2N","PL16D2N-229",2016,"PL",2,"PL2",42.33729,-83.55478,"flowers","D","Net","8/30/2016","NON","LASI","LASI","F","27.4",0,0,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,24,268,0.776453553,4.473343298,1.899638879,48,87,76,1,11,0.804410730440109,1.76818499027388,1.04166666666667,111.041666666667,112.083333333333,2.5,3.125,20.7083333333333,15.3333333333333,45.625,33.0833333333333
4720,"PL16A2P","PL16A2P-238",2016,"PL",2,"PL2",42.33729,-83.55478,"squash","A","Pan","8/30/2016","NON","PEPR","PEPO","M","231",0,0,1,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,24,268,0.776453553,4.473343298,1.899638879,48,87,76,1,11,0.804410730440109,1.76818499027388,1.04166666666667,111.041666666667,112.083333333333,2.5,3.125,20.7083333333333,15.3333333333333,45.625,33.0833333333333
2491,"PL16A1N","PL16A1N-17",2016,"PL",1,"PL1",42.33729,-83.55478,"squash","A","Net","8/11/2016","NON","BOIM","BOMB","F","too high",0,0,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
2534,"PL16D1N","PL16D1N-60",2016,"PL",1,"PL1",42.33729,-83.55478,"flowers","D","Net","8/11/2016","APIS","APME","APIS","F","148",1,1,1,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
2543,"PL16D1N","PL16D1N-69",2016,"PL",1,"PL1",42.33729,-83.55478,"flowers","D","Net","8/11/2016","NON","BOIM","BOMB","F","14.1",0,1,0,31,27.842,446,0.802449275,64,105,147,44,0.58908371,26,16,63.35416667,18,178,0.761078147,4.185468956,1.862449063,16,18,71,43,10,0.713288115205988,1.58233828655693,0.208333333333333,14.4166666666667,14.625,0.5,0.770833333333333,37.3125,11.1666666666667,43.7083333333333,12.6458333333333
